# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.5530000000,42.1610267116
0.5540000000,42.1652609981
0.5550000000,42.1694879537
0.5560000000,42.1737076044
0.5570000000,42.1779199759
0.5580000000,42.1821250936
0.5590000000,42.1863229832
0.5600000000,42.1905136697
0.5610000000,42.1946971784
0.5620000000,42.1988735344
0.5630000000,42.2030427624
0.5640000000,42.2072048874
0.5650000000,42.2113599338
0.5660000000,42.2155079262
0.5670000000,42.2196488891
0.5680000000,42.2237828465
0.5690000000,42.2279098227
0.5700000000,42.2320298416
0.5710000000,42.2361429272
0.5720000000,42.2402491030
0.5730000000,42.2443483929
0.5740000000,42.2484408202
0.5750000000,42.2525264084
0.5760000000,42.2566051807
0.5770000000,42.2606771602
0.5780000000,42.2647423700
0.5790000000,42.2688008329
0.5800000000,42.2728525717
0.5810000000,42.2768976092
0.5820000000,42.2809359678
0.5830000000,42.2849676700
0.5840000000,42.2889927380
0.5850000000,42.2930111942
0.5860000000,42.2970230606
0.5870000000,42.3010283592
0.5880000000,42.3050271118
0.5890000000,42.3090193402
0.5900000000,42.3130050661
0.5910000000,42.3169843110
0.5920000000,42.3209570963
0.5930000000,42.3249234434
0.5940000000,42.3288833735
0.5950000000,42.3328369077
0.5960000000,42.3367840669
0.5970000000,42.3407248722
0.5980000000,42.3446593443
0.5990000000,42.3485875038
0.6000000000,42.3525093715
0.6010000000,42.3564249677
0.6020000000,42.3603343129
0.6030000000,42.3642374273
0.6040000000,42.3681343312
0.6050000000,42.3720250447
0.6060000000,42.3759095876
0.6070000000,42.3797879800
0.6080000000,42.3836602417
0.6090000000,42.3875263922
0.6100000000,42.3913864513
0.6110000000,42.3952404383
0.6120000000,42.3990883729
0.6130000000,42.4029302742
0.6140000000,42.4067661615
0.6150000000,42.4105960539
0.6160000000,42.4144199705
0.6170000000,42.4182379302
0.6180000000,42.4220499519
0.6190000000,42.4258560543
0.6200000000,42.4296562561
0.6210000000,42.4334505759
0.6220000000,42.4372390323
0.6230000000,42.4410216435
0.6240000000,42.4447984280
0.6250000000,42.4485694040
0.6260000000,42.4523345896
0.6270000000,42.4560940029
0.6280000000,42.4598476619
0.6290000000,42.4635955844
0.6300000000,42.4673377883
0.6310000000,42.4710742912
0.6320000000,42.4748051110
0.6330000000,42.4785302650
0.6340000000,42.4822497708
0.6350000000,42.4859636457
0.6360000000,42.4896719071
0.6370000000,42.4933745723
0.6380000000,42.4970716583
0.6390000000,42.5007631823
0.6400000000,42.5044491611
0.6410000000,42.5081296119
0.6420000000,42.5118045513
0.6430000000,42.5154739961
0.6440000000,42.5191379631
0.6450000000,42.5227964688
0.6460000000,42.5264495298
0.6470000000,42.5300971625
0.6480000000,42.5337393832
0.6490000000,42.5373762084
0.6500000000,42.5410076542
0.6510000000,42.5446337367
0.6520000000,42.5482544721
0.6530000000,42.5518698764
0.6540000000,42.5554799654
0.6550000000,42.5590847551
0.6560000000,42.5626842612
0.6570000000,42.5662784995
0.6580000000,42.5698674857
0.6590000000,42.5734512352
0.6600000000,42.5770297636
0.6610000000,42.5806030863
0.6620000000,42.5841712187
0.6630000000,42.5877341762
0.6640000000,42.5912919739
0.6650000000,42.5948446269
0.6660000000,42.5983921505
0.6670000000,42.6019345596
0.6680000000,42.6054718691
0.6690000000,42.6090040941
0.6700000000,42.6125312492
0.6710000000,42.6160533493
0.6720000000,42.6195704091
0.6730000000,42.6230824432
0.6740000000,42.6265894662
0.6750000000,42.6300914925
0.6760000000,42.6335885367
0.6770000000,42.6370806130
0.6780000000,42.6405677359
0.6790000000,42.6440499195
0.6800000000,42.6475271781
0.6810000000,42.6509995258
0.6820000000,42.6544669766
0.6830000000,42.6579295446
0.6840000000,42.6613872436
0.6850000000,42.6648400877
0.6860000000,42.6682880906
0.6870000000,42.6717312660
0.6880000000,42.6751696277
0.6890000000,42.6786031894
0.6900000000,42.6820319646
0.6910000000,42.6854559668
0.6920000000,42.6888752095
0.6930000000,42.6922897062
0.6940000000,42.6956994701
0.6950000000,42.6991045147
0.6960000000,42.7025048530
0.6970000000,42.7059004984
0.6980000000,42.7092914640
0.6990000000,42.7126777627
0.7000000000,42.7160594077
0.7010000000,42.7194364119
0.7020000000,42.7228087882
0.7030000000,42.7261765495
0.7040000000,42.7295397086
0.7050000000,42.7328982781
0.7060000000,42.7362522709
0.7070000000,42.7396016996
0.7080000000,42.7429465766
0.7090000000,42.7462869147
0.7100000000,42.7496227262
0.7110000000,42.7529540236
0.7120000000,42.7562808192
0.7130000000,42.7596031254
0.7140000000,42.7629209545
0.7150000000,42.7662343187
0.7160000000,42.7695432302
0.7170000000,42.7728477010
0.7180000000,42.7761477433
0.7190000000,42.7794433691
0.7200000000,42.7827345903
0.7210000000,42.7860214190
0.7220000000,42.7893038668
0.7230000000,42.7925819458
0.7240000000,42.7958556677
0.7250000000,42.7991250441
0.7260000000,42.8023900868
0.7270000000,42.8056508074
0.7280000000,42.8089072176
0.7290000000,42.8121593288
0.7300000000,42.8154071525
0.7310000000,42.8186507002
0.7320000000,42.8218899833
0.7330000000,42.8251250131
0.7340000000,42.8283558010
0.7350000000,42.8315823582
0.7360000000,42.8348046959
0.7370000000,42.8380228253
0.7380000000,42.8412367576
0.7390000000,42.8444465037
0.7400000000,42.8476520749
0.7410000000,42.8508534819
0.7420000000,42.8540507359
0.7430000000,42.8572438477
0.7440000000,42.8604328281
0.7450000000,42.8636176880
0.7460000000,42.8667984382
0.7470000000,42.8699750894
0.7480000000,42.8731476523
0.7490000000,42.8763161376
0.7500000000,42.8794805558
0.7510000000,42.8826409175
0.7520000000,42.8857972332
0.7530000000,42.8889495135
0.7540000000,42.8920977688
0.7550000000,42.8952420094
0.7560000000,42.8983822457
0.7570000000,42.9015184881
0.7580000000,42.9046507468
0.7590000000,42.9077790321
0.7600000000,42.9109033541
0.7610000000,42.9140237231
0.7620000000,42.9171401491
0.7630000000,42.9202526422
0.7640000000,42.9233612125
0.7650000000,42.9264658700
0.7660000000,42.9295666246
0.7670000000,42.9326634862
0.7680000000,42.9357564648
0.7690000000,42.9388455702
0.7700000000,42.9419308122
0.7710000000,42.9450122005
0.7720000000,42.9480897450
0.7730000000,42.9511634553
0.7740000000,42.9542333410
0.7750000000,42.9572994119
0.7760000000,42.9603616774
0.7770000000,42.9634201472
0.7780000000,42.9664748307
0.7790000000,42.9695257375
0.7800000000,42.9725728769
0.7810000000,42.9756162584
0.7820000000,42.9786558913
0.7830000000,42.9816917851
0.7840000000,42.9847239489
0.7850000000,42.9877523921
0.7860000000,42.9907771238
0.7870000000,42.9937981534
0.7880000000,42.9968154899
0.7890000000,42.9998291424
0.7900000000,43.0028391201
0.7910000000,43.0058454320
0.7920000000,43.0088480872
0.7930000000,43.0118470946
0.7940000000,43.0148424632
0.7950000000,43.0178342019
0.7960000000,43.0208223196
0.7970000000,43.0238068252
0.7980000000,43.0267877274
0.7990000000,43.0297650352
0.8000000000,43.0327387572
0.8010000000,43.0357089021
0.8020000000,43.0386754787
0.8030000000,43.0416384957
0.8040000000,43.0445979616
0.8050000000,43.0475538851
0.8060000000,43.0505062747
0.8070000000,43.0534551389
0.8080000000,43.0564004863
0.8090000000,43.0593423254
0.8100000000,43.0622806645
0.8110000000,43.0652155122
0.8120000000,43.0681468767
0.8130000000,43.0710747665
0.8140000000,43.0739991898
0.8150000000,43.0769201549
0.8160000000,43.0798376702
0.8170000000,43.0827517438
0.8180000000,43.0856623839
0.8190000000,43.0885695987
0.8200000000,43.0914733964
0.8210000000,43.0943737850
0.8220000000,43.0972707727
0.8230000000,43.1001643674
0.8240000000,43.1030545773
0.8250000000,43.1059414103
0.8260000000,43.1088248744
0.8270000000,43.1117049775
0.8280000000,43.1145817276
0.8290000000,43.1174551324
0.8300000000,43.1203252000
0.8310000000,43.1231919380
0.8320000000,43.1260553544
0.8330000000,43.1289154568
0.8340000000,43.1317722530
0.8350000000,43.1346257507
0.8360000000,43.1374759577
0.8370000000,43.1403228815
0.8380000000,43.1431665299
0.8390000000,43.1460069103
0.8400000000,43.1488440305
0.8410000000,43.1516778979
0.8420000000,43.1545085201
0.8430000000,43.1573359046
0.8440000000,43.1601600589
0.8450000000,43.1629809903
0.8460000000,43.1657987064
0.8470000000,43.1686132145
0.8480000000,43.1714245220
0.8490000000,43.1742326363
0.8500000000,43.1770375646
0.8510000000,43.1798393143
0.8520000000,43.1826378925
0.8530000000,43.1854333067
0.8540000000,43.1882255640
0.8550000000,43.1910146715
0.8560000000,43.1938006365
0.8570000000,43.1965834660
0.8580000000,43.1993631673
0.8590000000,43.2021397474
0.8600000000,43.2049132133
0.8610000000,43.2076835722
0.8620000000,43.2104508311
0.8630000000,43.2132149968
0.8640000000,43.2159760765
0.8650000000,43.2187340771
0.8660000000,43.2214890055
0.8670000000,43.2242408685
0.8680000000,43.2269896731
0.8690000000,43.2297354262
0.8700000000,43.2324781345
0.8710000000,43.2352178049
0.8720000000,43.2379544442
0.8730000000,43.2406880591
0.8740000000,43.2434186563
0.8750000000,43.2461462426
0.8760000000,43.2488708247
0.8770000000,43.2515924093
0.8780000000,43.2543110030
0.8790000000,43.2570266123
0.8800000000,43.2597392440
0.8810000000,43.2624489047
0.8820000000,43.2651556008
0.8830000000,43.2678593389
0.8840000000,43.2705601255
0.8850000000,43.2732579672
0.8860000000,43.2759528704
0.8870000000,43.2786448415
0.8880000000,43.2813338870
0.8890000000,43.2840200133
0.8900000000,43.2867032268
0.8910000000,43.2893835338
0.8920000000,43.2920609408
0.8930000000,43.2947354539
0.8940000000,43.2974070796
0.8950000000,43.3000758241
0.8960000000,43.3027416936
0.8970000000,43.3054046945
0.8980000000,43.3080648328
0.8990000000,43.3107221150
0.9000000000,43.3133765470
0.9010000000,43.3160281351
0.9020000000,43.3186768854
0.9030000000,43.3213228040
0.9040000000,43.3239658971
0.9050000000,43.3266061707
0.9060000000,43.3292436308
0.9070000000,43.3318782836
0.9080000000,43.3345101350
0.9090000000,43.3371391910
0.9100000000,43.3397654576
0.9110000000,43.3423889409
0.9120000000,43.3450096466
0.9130000000,43.3476275808
0.9140000000,43.3502427493
0.9150000000,43.3528551580
0.9160000000,43.3554648129
0.9170000000,43.3580717197
0.9180000000,43.3606758843
0.9190000000,43.3632773124
0.9200000000,43.3658760100
0.9210000000,43.3684719826
0.9220000000,43.3710652362
0.9230000000,43.3736557764
0.9240000000,43.3762436090
0.9250000000,43.3788287397
0.9260000000,43.3814111740
0.9270000000,43.3839909178
0.9280000000,43.3865679766
0.9290000000,43.3891423561
0.9300000000,43.3917140618
0.9310000000,43.3942830995
0.9320000000,43.3968494746
0.9330000000,43.3994131926
0.9340000000,43.4019742592
0.9350000000,43.4045326799
0.9360000000,43.4070884601
0.9370000000,43.4096416054
0.9380000000,43.4121921212
0.9390000000,43.4147400130
0.9400000000,43.4172852862
0.9410000000,43.4198279462
0.9420000000,43.4223679984
0.9430000000,43.4249054482
0.9440000000,43.4274403010
0.9450000000,43.4299725621
0.9460000000,43.4325022368
0.9470000000,43.4350293306
0.9480000000,43.4375538486
0.9490000000,43.4400757961
0.9500000000,43.4425951785
0.9510000000,43.4451120009
0.9520000000,43.4476262687
0.9530000000,43.4501379869
0.9540000000,43.4526471609
0.9550000000,43.4551537959
0.9560000000,43.4576578968
0.9570000000,43.4601594691
0.9580000000,43.4626585177
0.9590000000,43.4651550478
0.9600000000,43.4676490645
0.9610000000,43.4701405728
0.9620000000,43.4726295780
0.9630000000,43.4751160850
0.9640000000,43.4776000988
0.9650000000,43.4800816246
0.9660000000,43.4825606673
0.9670000000,43.4850372318
0.9680000000,43.4875113233
0.9690000000,43.4899829467
0.9700000000,43.4924521068
0.9710000000,43.4949188087
0.9720000000,43.4973830573
0.9730000000,43.4998448574
