# Descripiton: Distribuicao de Modulo de Distancia
# Domain: z in [0, 10]
# Units: z [adm.], mu [mag] 
# z,mu
0.8580000000,44.1712783021
0.8590000000,44.1749760826
0.8600000000,44.1786702919
0.8610000000,44.1823609375
0.8620000000,44.1860480269
0.8630000000,44.1897315676
0.8640000000,44.1934115671
0.8650000000,44.1970880326
0.8660000000,44.2007609717
0.8670000000,44.2044303917
0.8680000000,44.2080962999
0.8690000000,44.2117587037
0.8700000000,44.2154176103
0.8710000000,44.2190730271
0.8720000000,44.2227249612
0.8730000000,44.2263734200
0.8740000000,44.2300184105
0.8750000000,44.2336599400
0.8760000000,44.2372980156
0.8770000000,44.2409326445
0.8780000000,44.2445638337
0.8790000000,44.2481915904
0.8800000000,44.2518159216
0.8810000000,44.2554368344
0.8820000000,44.2590543357
0.8830000000,44.2626684325
0.8840000000,44.2662791319
0.8850000000,44.2698864408
0.8860000000,44.2734903660
0.8870000000,44.2770909146
0.8880000000,44.2806880933
0.8890000000,44.2842819090
0.8900000000,44.2878723687
0.8910000000,44.2914594790
0.8920000000,44.2950432468
0.8930000000,44.2986236788
0.8940000000,44.3022007819
0.8950000000,44.3057745627
0.8960000000,44.3093450279
0.8970000000,44.3129121842
0.8980000000,44.3164760384
0.8990000000,44.3200365969
0.9000000000,44.3235938665
0.9010000000,44.3271478538
0.9020000000,44.3306985653
0.9030000000,44.3342460076
0.9040000000,44.3377901872
0.9050000000,44.3413311107
0.9060000000,44.3448687845
0.9070000000,44.3484032151
0.9080000000,44.3519344090
0.9090000000,44.3554623726
0.9100000000,44.3589871124
0.9110000000,44.3625086347
0.9120000000,44.3660269459
0.9130000000,44.3695420524
0.9140000000,44.3730539604
0.9150000000,44.3765626764
0.9160000000,44.3800682066
0.9170000000,44.3835705573
0.9180000000,44.3870697347
0.9190000000,44.3905657452
0.9200000000,44.3940585948
0.9210000000,44.3975482899
0.9220000000,44.4010348365
0.9230000000,44.4045182409
0.9240000000,44.4079985092
0.9250000000,44.4114756475
0.9260000000,44.4149496619
0.9270000000,44.4184205586
0.9280000000,44.4218883435
0.9290000000,44.4253530228
0.9300000000,44.4288146024
0.9310000000,44.4322730884
0.9320000000,44.4357284867
0.9330000000,44.4391808034
0.9340000000,44.4426300445
0.9350000000,44.4460762157
0.9360000000,44.4495193231
0.9370000000,44.4529593726
0.9380000000,44.4563963700
0.9390000000,44.4598303213
0.9400000000,44.4632612322
0.9410000000,44.4666891086
0.9420000000,44.4701139564
0.9430000000,44.4735357813
0.9440000000,44.4769545890
0.9450000000,44.4803703854
0.9460000000,44.4837831762
0.9470000000,44.4871929672
0.9480000000,44.4905997640
0.9490000000,44.4940035723
0.9500000000,44.4974043978
0.9510000000,44.5008022462
0.9520000000,44.5041971231
0.9530000000,44.5075890342
0.9540000000,44.5109779850
0.9550000000,44.5143639811
0.9560000000,44.5177470282
0.9570000000,44.5211271317
0.9580000000,44.5245042973
0.9590000000,44.5278785304
0.9600000000,44.5312498365
0.9610000000,44.5346182212
0.9620000000,44.5379836900
0.9630000000,44.5413462482
0.9640000000,44.5447059013
0.9650000000,44.5480626548
0.9660000000,44.5514165141
0.9670000000,44.5547674846
0.9680000000,44.5581155716
0.9690000000,44.5614607805
0.9700000000,44.5648031167
0.9710000000,44.5681425855
0.9720000000,44.5714791922
0.9730000000,44.5748129422
